epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,75.281,0.80358,2.68058,1.28618,0.01566,0.95,0.56881,0.48126,0.42999,3.60679,0.95776,0.0002005,0.0002005,0.0002005
22,78.6577,0.64403,2.46201,1.17362,0.01566,0.95,0.56881,0.48126,0.42999,3.60679,0.95776,0.000207926,0.000207926,0.000207926
23,82.1996,0.77487,2.61286,1.25179,0.01543,0.95,0.66692,0.57517,0.41408,3.59244,0.94049,0.000215105,0.000215105,0.000215105
24,86.335,0.64744,2.41391,1.10715,0.01543,0.95,0.66692,0.57517,0.41408,3.59244,0.94049,0.000222036,0.000222036,0.000222036
25,90.3043,0.66055,2.47736,1.18575,0.01551,0.95,0.70644,0.62442,0.40393,3.56882,0.93695,0.00022872,0.00022872,0.00022872
26,94.2934,0.61691,2.35401,1.1055,0.01551,0.95,0.70644,0.62442,0.40393,3.56882,0.93695,0.000235156,0.000235156,0.000235156
27,98.4757,0.64054,2.41052,1.14949,0.01459,0.95,0.76579,0.67343,0.43639,3.55088,0.94889,0.000241345,0.000241345,0.000241345
28,102.334,0.51573,2.36491,1.11772,0.01459,0.95,0.76579,0.67343,0.43639,3.55088,0.94889,0.000247286,0.000247286,0.000247286
29,106.005,0.72739,2.19056,1.12008,0.01392,0.95,0.81603,0.71777,0.46494,3.53905,0.96744,0.00025298,0.00025298,0.00025298
30,109.994,0.82247,2.16097,1.243,0.01392,0.95,0.81603,0.71777,0.46494,3.53905,0.96744,0.000258426,0.000258426,0.000258426
31,114.02,0.55079,2.1214,1.07984,0.01401,0.95,0.85062,0.76811,0.46276,3.51885,0.96407,0.000263625,0.000263625,0.000263625
32,117.8,0.71736,2.18557,1.2732,0.01401,0.95,0.85062,0.76811,0.46276,3.51885,0.96407,0.000268576,0.000268576,0.000268576
33,121.211,0.68933,2.18353,1.20023,0.01364,0.95,0.86271,0.78418,0.43909,3.49052,0.94559,0.00027328,0.00027328,0.00027328
34,124.522,0.74564,2.12952,1.21919,0.01364,0.95,0.86271,0.78418,0.43909,3.49052,0.94559,0.000277736,0.000277736,0.000277736
35,127.886,0.62077,1.8717,1.1324,0.01245,0.95,0.83207,0.76969,0.4255,3.49188,0.96851,0.000281945,0.000281945,0.000281945
36,131.185,0.77528,1.92941,1.23305,0.01245,0.95,0.83207,0.76969,0.4255,3.49188,0.96851,0.000285906,0.000285906,0.000285906
37,134.671,0.61597,2.03445,1.13052,0.01098,0.95,0.821,0.70164,0.48498,3.51915,1.03939,0.00028962,0.00028962,0.00028962
38,137.915,0.61781,1.90987,1.08527,0.01098,0.95,0.821,0.70164,0.48498,3.51915,1.03939,0.000293086,0.000293086,0.000293086
39,141.279,0.65133,1.86781,1.13332,0.01063,0.95,0.87289,0.73973,0.51769,3.50475,1.08968,0.000296305,0.000296305,0.000296305
40,144.64,0.68743,1.81583,1.11623,0.01063,0.95,0.87289,0.73973,0.51769,3.50475,1.08968,0.000299276,0.000299276,0.000299276
41,147.924,0.56357,1.76529,1.09541,0.0107,0.95,0.89388,0.75137,0.50863,3.47898,1.0906,0.000302,0.000302,0.000302
42,151.35,0.60101,1.62252,1.04342,0.0107,0.95,0.89388,0.75137,0.50863,3.47898,1.0906,0.000304476,0.000304476,0.000304476
43,154.639,0.69471,1.59921,1.09362,0.01055,0.95,0.88962,0.76824,0.51351,3.46033,1.08681,0.000306705,0.000306705,0.000306705
44,157.953,0.68176,1.62383,1.16342,0.01055,0.95,0.88962,0.76824,0.51351,3.46033,1.08681,0.000308686,0.000308686,0.000308686
45,161.218,0.68223,1.9348,1.17974,0.01138,0.95,0.89856,0.75239,0.4931,3.43829,1.07507,0.00031042,0.00031042,0.00031042
46,164.473,0.63202,1.54052,1.1356,0.01138,0.95,0.89856,0.75239,0.4931,3.43829,1.07507,0.000311906,0.000311906,0.000311906
47,167.739,0.6823,1.47508,1.16927,0.01434,0.95,0.90765,0.80852,0.45904,3.42636,1.03856,0.000313145,0.000313145,0.000313145
48,170.979,0.44643,1.41273,0.99474,0.01434,0.95,0.90765,0.80852,0.45904,3.42636,1.03856,0.000314136,0.000314136,0.000314136
49,174.263,0.56228,1.61976,1.09718,0.01452,0.95,0.8804,0.7954,0.48287,3.43258,1.03655,0.00031488,0.00031488,0.00031488
50,177.488,0.56291,1.37818,1.05289,0.01452,0.95,0.8804,0.7954,0.48287,3.43258,1.03655,0.000315376,0.000315376,0.000315376
51,180.738,0.65044,1.55175,1.13694,0.0135,0.95,0.77512,0.67813,0.49106,3.42307,1.02388,0.000315625,0.000315625,0.000315625
52,183.988,0.61773,1.52816,1.11775,0.0135,0.95,0.77512,0.67813,0.49106,3.42307,1.02388,0.000315626,0.000315626,0.000315626
53,187.295,0.58162,1.44602,1.0568,0.0135,0.95,0.77512,0.67813,0.49106,3.42307,1.02388,0.00031538,0.00031538,0.00031538
54,190.579,0.61967,1.35817,1.10724,0.01313,0.95,0.80761,0.70795,0.48129,3.41193,1.02118,0.000314886,0.000314886,0.000314886
55,193.866,0.67099,1.4078,1.14161,0.01313,0.95,0.80761,0.70795,0.48129,3.41193,1.02118,0.000314145,0.000314145,0.000314145
56,197.142,0.60447,1.47289,1.1242,0.01313,0.95,0.80761,0.70795,0.48129,3.41193,1.02118,0.000313156,0.000313156,0.000313156
57,200.391,0.68641,1.48651,1.16131,0.01326,0.95,0.87261,0.78093,0.47852,3.3755,1.02322,0.00031192,0.00031192,0.00031192
58,203.642,0.50364,1.34523,1.07354,0.01326,0.95,0.87261,0.78093,0.47852,3.3755,1.02322,0.000310436,0.000310436,0.000310436
59,206.876,0.53336,1.28514,1.0526,0.01326,0.95,0.87261,0.78093,0.47852,3.3755,1.02322,0.000308705,0.000308705,0.000308705
60,210.155,0.59107,1.46805,1.16795,0.01334,0.95,0.92427,0.83829,0.4573,3.29701,1.00722,0.000306726,0.000306726,0.000306726
61,213.412,0.58772,1.20835,1.00969,0.01334,0.95,0.92427,0.83829,0.4573,3.29701,1.00722,0.0003045,0.0003045,0.0003045
62,216.769,0.61333,1.3556,1.14102,0.01334,0.95,0.92427,0.83829,0.4573,3.29701,1.00722,0.000302026,0.000302026,0.000302026
63,220.016,0.54182,1.24148,1.05872,1,0.49078,0.9451,0.87991,0.40236,3.21117,0.95855,0.000299305,0.000299305,0.000299305
64,223.263,0.57635,1.42338,1.06712,1,0.49078,0.9451,0.87991,0.40236,3.21117,0.95855,0.000296336,0.000296336,0.000296336
65,226.51,0.58574,1.37792,1.09623,1,0.49078,0.9451,0.87991,0.40236,3.21117,0.95855,0.00029312,0.00029312,0.00029312
66,229.763,0.56376,1.32956,1.09103,1,0.36352,0.9451,0.9191,0.35851,3.09754,0.92336,0.000289656,0.000289656,0.000289656
67,233.04,0.57663,1.34027,1.09964,1,0.36352,0.9451,0.9191,0.35851,3.09754,0.92336,0.000285945,0.000285945,0.000285945
68,236.265,0.52043,1.25275,1.03409,1,0.36352,0.9451,0.9191,0.35851,3.09754,0.92336,0.000281986,0.000281986,0.000281986
69,239.556,0.52907,1.26465,1.00911,1,0.44661,0.94509,0.91055,0.36283,3.00848,0.94175,0.00027778,0.00027778,0.00027778
70,242.793,0.52327,1.18907,0.97876,1,0.44661,0.94509,0.91055,0.36283,3.00848,0.94175,0.000273326,0.000273326,0.000273326
71,246.196,0.60436,1.2267,1.10827,1,0.44661,0.94509,0.91055,0.36283,3.00848,0.94175,0.000268625,0.000268625,0.000268625
72,249.479,0.49666,1.19913,1.05997,1,0.52877,0.94509,0.89485,0.37386,2.91605,0.9614,0.000263676,0.000263676,0.000263676
73,252.731,0.50297,1.13925,1.0425,1,0.52877,0.94509,0.89485,0.37386,2.91605,0.9614,0.00025848,0.00025848,0.00025848
74,256.003,0.45315,1.14111,1.0121,1,0.52877,0.94509,0.89485,0.37386,2.91605,0.9614,0.000253036,0.000253036,0.000253036
75,259.258,0.49138,1.27078,1.07507,0.99082,0.8086,0.95158,0.89645,0.37171,2.82275,0.96567,0.000247345,0.000247345,0.000247345
76,262.491,0.52361,1.07947,1.05305,0.99082,0.8086,0.95158,0.89645,0.37171,2.82275,0.96567,0.000241406,0.000241406,0.000241406
77,265.692,0.50889,1.10718,1.03337,0.99082,0.8086,0.95158,0.89645,0.37171,2.82275,0.96567,0.00023522,0.00023522,0.00023522
78,268.946,0.60671,1.2244,1.09328,0.97581,0.8819,0.95636,0.90316,0.36268,2.71213,0.95954,0.000228786,0.000228786,0.000228786
79,272.217,0.46243,1.08593,1.05625,0.97581,0.8819,0.95636,0.90316,0.36268,2.71213,0.95954,0.000222105,0.000222105,0.000222105
80,275.45,0.56795,1.23094,1.03597,0.97581,0.8819,0.95636,0.90316,0.36268,2.71213,0.95954,0.000215176,0.000215176,0.000215176
81,278.729,0.53613,1.10571,1.02612,0.95865,0.90126,0.95971,0.90004,0.35659,2.61843,0.9503,0.000208,0.000208,0.000208
82,282.003,0.51838,1.12429,1.03521,0.95865,0.90126,0.95971,0.90004,0.35659,2.61843,0.9503,0.000200576,0.000200576,0.000200576
83,285.228,0.44566,1.09417,1.02634,0.95865,0.90126,0.95971,0.90004,0.35659,2.61843,0.9503,0.000192905,0.000192905,0.000192905
84,288.472,0.58122,1.22996,1.12337,0.95838,0.90858,0.96423,0.91814,0.36135,2.52022,0.94593,0.000184986,0.000184986,0.000184986
85,291.703,0.44261,1.07234,1.02457,0.95838,0.90858,0.96423,0.91814,0.36135,2.52022,0.94593,0.00017682,0.00017682,0.00017682
86,294.911,0.5062,1.16804,1.08577,0.95838,0.90858,0.96423,0.91814,0.36135,2.52022,0.94593,0.000168406,0.000168406,0.000168406
87,298.193,0.44373,1.04398,1.0029,0.95838,0.90858,0.96423,0.91814,0.36135,2.52022,0.94593,0.000159745,0.000159745,0.000159745
88,301.484,0.63737,1.22453,1.18702,0.95401,0.91448,0.96773,0.92405,0.3531,2.40741,0.92787,0.000150836,0.000150836,0.000150836
89,304.745,0.53165,1.10495,1.08575,0.95401,0.91448,0.96773,0.92405,0.3531,2.40741,0.92787,0.00014168,0.00014168,0.00014168
90,308.278,0.39978,0.99075,0.94924,0.95401,0.91448,0.96773,0.92405,0.3531,2.40741,0.92787,0.000132276,0.000132276,0.000132276
91,311.511,0.38794,1.49378,0.95675,0.95401,0.91448,0.96773,0.92405,0.3531,2.40741,0.92787,0.000122625,0.000122625,0.000122625
92,314.92,0.30702,1.23036,0.91848,0.95971,0.91244,0.97278,0.92922,0.33293,2.31191,0.90326,0.000112726,0.000112726,0.000112726
93,318.308,0.36596,1.28739,0.9729,0.95971,0.91244,0.97278,0.92922,0.33293,2.31191,0.90326,0.00010258,0.00010258,0.00010258
94,321.54,0.37212,1.41379,0.96774,0.95971,0.91244,0.97278,0.92922,0.33293,2.31191,0.90326,9.21862e-05,9.21862e-05,9.21862e-05
95,324.903,0.41728,1.39658,1.09161,0.95971,0.91244,0.97278,0.92922,0.33293,2.31191,0.90326,8.1545e-05,8.1545e-05,8.1545e-05
96,328.307,0.31436,1.25332,0.92833,0.96694,0.904,0.97625,0.94731,0.31189,2.20663,0.88607,7.06563e-05,7.06563e-05,7.06563e-05
97,331.839,0.36956,1.32196,0.97937,0.96694,0.904,0.97625,0.94731,0.31189,2.20663,0.88607,5.952e-05,5.952e-05,5.952e-05
98,335.339,0.37371,1.33256,0.94311,0.96694,0.904,0.97625,0.94731,0.31189,2.20663,0.88607,4.81363e-05,4.81363e-05,4.81363e-05
99,338.769,0.31166,1.27041,0.86713,0.96694,0.904,0.97625,0.94731,0.31189,2.20663,0.88607,3.6505e-05,3.6505e-05,3.6505e-05
100,342.014,0.36367,1.21523,0.94195,0.97058,0.89936,0.98667,0.96184,0.29921,2.09164,0.87547,2.46263e-05,2.46263e-05,2.46263e-05
1,3.26947,0.96613,3.25924,1.39925,0.00558,0.9,0.24663,0.16203,0.80596,3.8468,1.36135,0,0,0
2,6.62382,1.09751,3.34823,1.534,0.00589,0.9,0.24717,0.16011,0.7923,3.82645,1.34783,1.24175e-05,1.24175e-05,1.24175e-05
3,9.92302,1.07229,3.37425,1.46634,0.00608,0.9,0.25094,0.16172,0.76524,3.78854,1.34114,2.467e-05,2.467e-05,2.467e-05
4,13.1554,1.03745,3.2123,1.41111,0.00662,0.9,0.23032,0.16297,0.73651,3.79333,1.32794,3.67575e-05,3.67575e-05,3.67575e-05
5,16.4802,0.94638,3.18603,1.37899,0.007,0.9,0.2241,0.16327,0.70575,3.78331,1.30188,4.868e-05,4.868e-05,4.868e-05
6,19.8482,0.8807,3.19999,1.31101,0.00746,0.9,0.24321,0.17384,0.69072,3.75334,1.28781,6.04375e-05,6.04375e-05,6.04375e-05
7,23.1648,1.04135,3.21359,1.51122,0.00861,0.95,0.27918,0.19451,0.63946,3.75631,1.2474,7.203e-05,7.203e-05,7.203e-05
8,26.4293,0.91042,3.12194,1.36462,0.00811,0.95,0.33198,0.24098,0.60711,3.74404,1.21363,8.34575e-05,8.34575e-05,8.34575e-05
9,29.7343,0.91188,3.10383,1.38469,0.00778,0.95,0.39252,0.27927,0.57109,3.72676,1.18855,9.472e-05,9.472e-05,9.472e-05
10,33.0367,0.90431,3.09622,1.33607,0.00714,0.95,0.40231,0.29019,0.51977,3.7007,1.14998,0.000105817,0.000105817,0.000105817
11,36.3224,0.896,3.06158,1.38439,0.00749,0.95,0.37216,0.28443,0.49301,3.69044,1.11633,0.00011675,0.00011675,0.00011675
12,39.7798,0.88616,3.03794,1.38427,0.00786,0.95,0.40293,0.33035,0.48761,3.67455,1.09897,0.000127518,0.000127518,0.000127518
13,43.2113,0.74091,2.88374,1.24831,0.00827,0.95,0.41147,0.3358,0.47925,3.65681,1.09196,0.00013812,0.00013812,0.00013812
14,47.0391,0.7495,3.03691,1.28159,0.00866,0.95,0.43005,0.35318,0.46424,3.65606,1.07309,0.000148558,0.000148558,0.000148558
15,50.5931,0.70548,2.82622,1.19911,0.00947,0.95,0.44114,0.36005,0.47392,3.65316,1.05977,0.00015883,0.00015883,0.00015883
16,54.797,0.68672,2.85151,1.16462,0.01108,0.95,0.46871,0.38163,0.49112,3.64747,1.05668,0.000168938,0.000168938,0.000168938
17,58.8914,0.8986,2.82158,1.32761,0.01402,0.95,0.49865,0.40886,0.51093,3.64292,1.04787,0.00017888,0.00017888,0.00017888
18,62.8216,0.56147,2.60615,1.05361,0.01402,0.95,0.49865,0.40886,0.51093,3.64292,1.04787,0.000188658,0.000188658,0.000188658
19,66.6112,0.71777,2.64165,1.17251,0.01548,0.95,0.55911,0.42399,0.49708,3.63595,1.02716,0.00019827,0.00019827,0.00019827
20,70.491,0.66885,2.61458,1.1593,0.01548,0.95,0.55911,0.42399,0.49708,3.63595,1.02716,0.000207718,0.000207718,0.000207718
21,74.3378,0.85135,2.68886,1.29717,0.01695,0.95,0.6234,0.49895,0.4531,3.60741,0.99238,0.000217,0.000217,0.000217
22,78.3092,0.65824,2.45203,1.17975,0.01695,0.95,0.6234,0.49895,0.4531,3.60741,0.99238,0.000226117,0.000226117,0.000226117
23,82.3008,0.70325,2.59207,1.20854,0.01695,0.95,0.67638,0.56006,0.4234,3.59665,0.95989,0.00023507,0.00023507,0.00023507
24,86.2936,0.65152,2.40668,1.10429,0.01695,0.95,0.67638,0.56006,0.4234,3.59665,0.95989,0.000243858,0.000243858,0.000243858
25,90.2545,0.65448,2.43487,1.17405,0.017,0.95,0.75106,0.62037,0.43437,3.5792,0.96892,0.00025248,0.00025248,0.00025248
26,94.3793,0.63791,2.33732,1.0986,0.017,0.95,0.75106,0.62037,0.43437,3.5792,0.96892,0.000260938,0.000260938,0.000260938
27,98.1767,0.70188,2.36594,1.17343,0.01538,0.95,0.77696,0.65105,0.45801,3.57794,0.99755,0.00026923,0.00026923,0.00026923
28,102.122,0.59042,2.368,1.19128,0.01538,0.95,0.77696,0.65105,0.45801,3.57794,0.99755,0.000277358,0.000277358,0.000277358
29,105.99,0.70238,2.18135,1.11094,0.01534,0.95,0.80689,0.67636,0.49603,3.56837,1.03107,0.00028532,0.00028532,0.00028532
30,109.884,0.7764,2.12494,1.19995,0.01534,0.95,0.80689,0.67636,0.49603,3.56837,1.03107,0.000293117,0.000293117,0.000293117
31,114.083,0.63611,2.12316,1.12772,0.01382,0.95,0.83355,0.70009,0.50119,3.54729,1.02838,0.00030075,0.00030075,0.00030075
32,118.136,0.72015,2.19668,1.31688,0.01382,0.95,0.83355,0.70009,0.50119,3.54729,1.02838,0.000308217,0.000308217,0.000308217
33,122.211,0.68256,2.22477,1.19099,0.01237,0.95,0.84392,0.73825,0.45149,3.5102,0.98598,0.00031552,0.00031552,0.00031552
34,126.02,0.73762,2.12524,1.22587,0.01237,0.95,0.84392,0.73825,0.45149,3.5102,0.98598,0.000322658,0.000322658,0.000322658
35,129.839,0.57944,1.87274,1.08625,0.01081,0.95,0.82721,0.69253,0.52567,3.54076,1.05242,0.00032963,0.00032963,0.00032963
36,133.662,0.75424,2.0175,1.2789,0.01081,0.95,0.82721,0.69253,0.52567,3.54076,1.05242,0.000336437,0.000336437,0.000336437
37,137.842,0.65115,2.02879,1.18854,0.011,0.95,0.7469,0.64285,0.49954,3.50767,1.07746,0.00034308,0.00034308,0.00034308
38,141.664,0.57425,1.85897,1.05356,0.011,0.95,0.7469,0.64285,0.49954,3.50767,1.07746,0.000349557,0.000349557,0.000349557
39,145.638,0.60171,1.84455,1.12161,0.01135,0.95,0.82784,0.69556,0.52123,3.46648,1.12918,0.00035587,0.00035587,0.00035587
40,149.517,0.70183,1.75619,1.11055,0.01135,0.95,0.82784,0.69556,0.52123,3.46648,1.12918,0.000362017,0.000362017,0.000362017
41,153.427,0.63015,1.67747,1.15309,0.01157,0.95,0.8556,0.65622,0.57458,3.47014,1.18723,0.000368,0.000368,0.000368
42,157.302,0.56201,1.56234,1.00764,0.01157,0.95,0.8556,0.65622,0.57458,3.47014,1.18723,0.000373818,0.000373818,0.000373818
43,161.056,0.69363,1.58852,1.12292,0.01208,1,0.83015,0.62614,0.607,3.44996,1.23334,0.00037947,0.00037947,0.00037947
44,165.032,0.64215,1.64661,1.13684,0.01208,1,0.83015,0.62614,0.607,3.44996,1.23334,0.000384958,0.000384958,0.000384958
45,168.836,0.70407,1.85127,1.24568,0.01212,0.95,0.84621,0.67539,0.59789,3.46113,1.19725,0.00039028,0.00039028,0.00039028
46,172.731,0.67715,1.61071,1.18726,0.01212,0.95,0.84621,0.67539,0.59789,3.46113,1.19725,0.000395438,0.000395438,0.000395438
47,176.688,0.64929,1.4129,1.19494,0.01133,0.95,0.83983,0.69677,0.55696,3.38954,1.17171,0.00040043,0.00040043,0.00040043
48,180.653,0.51077,1.41719,1.05279,0.01133,0.95,0.83983,0.69677,0.55696,3.38954,1.17171,0.000405257,0.000405257,0.000405257
49,184.372,0.61983,1.59524,1.16258,0.01095,0.95,0.83723,0.69702,0.52424,3.36939,1.13237,0.00040992,0.00040992,0.00040992
50,188.247,0.63115,1.37554,1.13214,0.01095,0.95,0.83723,0.69702,0.52424,3.36939,1.13237,0.000414417,0.000414417,0.000414417
51,192.183,0.72448,1.48523,1.19597,0.01081,0.95,0.8505,0.71791,0.5417,3.34362,1.15007,0.00041875,0.00041875,0.00041875
52,196.053,0.64607,1.50435,1.15938,0.01081,0.95,0.8505,0.71791,0.5417,3.34362,1.15007,0.000422917,0.000422917,0.000422917
53,200.058,0.59316,1.35516,1.0839,0.01081,0.95,0.8505,0.71791,0.5417,3.34362,1.15007,0.00042692,0.00042692,0.00042692
54,203.703,0.61316,1.29162,1.08913,1,0.28913,0.83555,0.71651,0.57115,3.29849,1.14458,0.000430758,0.000430758,0.000430758
55,207.111,0.61791,1.42564,1.16881,1,0.28913,0.83555,0.71651,0.57115,3.29849,1.14458,0.00043443,0.00043443,0.00043443
56,210.591,0.72644,1.42605,1.20657,1,0.28913,0.83555,0.71651,0.57115,3.29849,1.14458,0.000437938,0.000437938,0.000437938
57,214.075,0.7395,1.41002,1.2213,1,0.23921,0.87929,0.72803,0.54067,3.23015,1.10942,0.00044128,0.00044128,0.00044128
58,217.651,0.55832,1.27715,1.10045,1,0.23921,0.87929,0.72803,0.54067,3.23015,1.10942,0.000444458,0.000444458,0.000444458
59,221.142,0.6292,1.23168,1.12678,1,0.23921,0.87929,0.72803,0.54067,3.23015,1.10942,0.00044747,0.00044747,0.00044747
60,224.595,0.67646,1.51456,1.23281,0.99636,0.31837,0.8879,0.75132,0.51715,3.13454,1.07899,0.000450317,0.000450317,0.000450317
61,228.061,0.54468,1.10942,0.98387,0.99636,0.31837,0.8879,0.75132,0.51715,3.13454,1.07899,0.000453,0.000453,0.000453
62,231.462,0.56652,1.25503,1.10373,0.99636,0.31837,0.8879,0.75132,0.51715,3.13454,1.07899,0.000455517,0.000455517,0.000455517
63,234.891,0.59813,1.20375,1.11848,0.986,0.36909,0.88262,0.77615,0.4784,3.0299,1.03899,0.00045787,0.00045787,0.00045787
64,238.308,0.56684,1.34001,1.08053,0.986,0.36909,0.88262,0.77615,0.4784,3.0299,1.03899,0.000460058,0.000460058,0.000460058
65,241.776,0.54863,1.32343,1.10475,0.986,0.36909,0.88262,0.77615,0.4784,3.0299,1.03899,0.00046208,0.00046208,0.00046208
66,245.239,0.61185,1.25128,1.1411,0.98653,0.5369,0.94512,0.84919,0.42691,2.91157,0.99882,0.000463937,0.000463937,0.000463937
67,248.675,0.67929,1.32203,1.16793,0.98653,0.5369,0.94512,0.84919,0.42691,2.91157,0.99882,0.00046563,0.00046563,0.00046563
68,252.099,0.57285,1.15858,1.06171,0.98653,0.5369,0.94512,0.84919,0.42691,2.91157,0.99882,0.000467158,0.000467158,0.000467158
69,255.522,0.60604,1.22924,1.05297,0.98877,0.56569,0.94829,0.86443,0.43203,2.85173,1.00375,0.00046852,0.00046852,0.00046852
70,258.915,0.55843,1.11966,0.98789,0.98877,0.56569,0.94829,0.86443,0.43203,2.85173,1.00375,0.000469718,0.000469718,0.000469718
71,262.343,0.60079,1.26788,1.1765,0.98877,0.56569,0.94829,0.86443,0.43203,2.85173,1.00375,0.00047075,0.00047075,0.00047075
72,265.959,0.51401,1.15465,1.06756,0.98459,0.71943,0.95583,0.87512,0.44891,2.69669,1.01686,0.000471618,0.000471618,0.000471618
73,269.451,0.48211,1.1021,1.04814,0.98459,0.71943,0.95583,0.87512,0.44891,2.69669,1.01686,0.00047232,0.00047232,0.00047232
74,272.987,0.50015,1.10517,1.04122,0.98459,0.71943,0.95583,0.87512,0.44891,2.69669,1.01686,0.000472858,0.000472858,0.000472858
75,276.709,0.59734,1.27074,1.1685,0.94462,0.88278,0.95773,0.87023,0.48623,2.49409,1.04112,0.00047323,0.00047323,0.00047323
76,280.033,0.52963,1.12183,1.03842,0.94462,0.88278,0.95773,0.87023,0.48623,2.49409,1.04112,0.000473438,0.000473438,0.000473438
77,283.312,0.58297,1.11568,1.07096,0.94462,0.88278,0.95773,0.87023,0.48623,2.49409,1.04112,0.00047348,0.00047348,0.00047348
78,286.601,0.60533,1.1805,1.08839,0.94056,0.91317,0.96286,0.86841,0.48987,2.32828,1.04394,0.000473358,0.000473358,0.000473358
79,289.836,0.49757,0.99917,1.06825,0.94056,0.91317,0.96286,0.86841,0.48987,2.32828,1.04394,0.00047307,0.00047307,0.00047307
80,293.147,0.62163,1.10177,1.08902,0.94056,0.91317,0.96286,0.86841,0.48987,2.32828,1.04394,0.000472618,0.000472618,0.000472618
81,296.597,0.53203,1.04415,1.02051,0.91614,0.92283,0.96063,0.84965,0.55118,2.20458,1.12638,0.000472,0.000472,0.000472
82,299.988,0.56347,1.07843,1.0448,0.91614,0.92283,0.96063,0.84965,0.55118,2.20458,1.12638,0.000471217,0.000471217,0.000471217
83,303.332,0.4751,1.16702,1.03899,0.91614,0.92283,0.96063,0.84965,0.55118,2.20458,1.12638,0.00047027,0.00047027,0.00047027
84,306.757,0.60465,1.18433,1.13476,0.94336,0.9418,0.96286,0.86912,0.53335,2.13308,1.13745,0.000469157,0.000469157,0.000469157
85,310.125,0.51188,0.95505,1.01591,0.94336,0.9418,0.96286,0.86912,0.53335,2.13308,1.13745,0.00046788,0.00046788,0.00046788
86,313.499,0.56429,1.18184,1.12795,0.94336,0.9418,0.96286,0.86912,0.53335,2.13308,1.13745,0.000466437,0.000466437,0.000466437
87,316.839,0.58928,1.12082,1.06874,0.94336,0.9418,0.96286,0.86912,0.53335,2.13308,1.13745,0.00046483,0.00046483,0.00046483
88,320.21,0.62887,1.22175,1.17942,0.93249,0.92569,0.96773,0.8832,0.44744,2.11576,1.0246,0.000463058,0.000463058,0.000463058
89,323.549,0.57409,1.07999,1.08705,0.93249,0.92569,0.96773,0.8832,0.44744,2.11576,1.0246,0.00046112,0.00046112,0.00046112
90,326.956,0.46245,0.91787,0.94252,0.93249,0.92569,0.96773,0.8832,0.44744,2.11576,1.0246,0.000459017,0.000459017,0.000459017
91,330.468,0.48656,1.14387,1.00427,0.93249,0.92569,0.96773,0.8832,0.44744,2.11576,1.0246,0.00045675,0.00045675,0.00045675
92,333.911,0.47045,0.97981,0.98646,0.95743,0.93252,0.96773,0.9009,0.43701,2.16558,1.02026,0.000454317,0.000454317,0.000454317
93,337.282,0.61951,1.07747,1.07767,0.95743,0.93252,0.96773,0.9009,0.43701,2.16558,1.02026,0.00045172,0.00045172,0.00045172
94,340.649,0.50014,0.99002,1.03281,0.95743,0.93252,0.96773,0.9009,0.43701,2.16558,1.02026,0.000448957,0.000448957,0.000448957
95,344.017,0.45111,0.83363,0.94664,0.95743,0.93252,0.96773,0.9009,0.43701,2.16558,1.02026,0.00044603,0.00044603,0.00044603
96,347.424,0.59109,0.95266,1.07577,0.93243,0.93907,0.97625,0.88324,0.45168,2.13425,1.04157,0.000442938,0.000442938,0.000442938
97,350.767,0.49719,1.00752,1.00773,0.93243,0.93907,0.97625,0.88324,0.45168,2.13425,1.04157,0.00043968,0.00043968,0.00043968
98,354.178,0.52284,0.97363,1.04392,0.93243,0.93907,0.97625,0.88324,0.45168,2.13425,1.04157,0.000436258,0.000436258,0.000436258
99,357.58,0.44515,0.94785,0.96537,0.93243,0.93907,0.97625,0.88324,0.45168,2.13425,1.04157,0.00043267,0.00043267,0.00043267
100,361.173,0.4286,0.96843,1.00064,0.93906,0.94012,0.97625,0.87551,0.46082,1.99919,1.05901,0.000428917,0.000428917,0.000428917
101,365.093,0.48057,0.89893,1.00605,0.93906,0.94012,0.97625,0.87551,0.46082,1.99919,1.05901,0.000425,0.000425,0.000425
102,369.15,0.49966,1.0035,1.0215,0.93906,0.94012,0.97625,0.87551,0.46082,1.99919,1.05901,0.00041675,0.00041675,0.00041675
103,372.934,0.52412,1.0476,1.08159,0.93906,0.94012,0.97625,0.87551,0.46082,1.99919,1.05901,0.0004085,0.0004085,0.0004085
104,377.145,0.4363,0.87309,0.94802,0.96885,0.91847,0.98071,0.91623,0.42878,1.82721,1.02985,0.00040025,0.00040025,0.00040025
105,381.357,0.48262,0.90711,0.97871,0.96885,0.91847,0.98071,0.91623,0.42878,1.82721,1.02985,0.000392,0.000392,0.000392
106,385.077,0.428,0.85424,0.95221,0.96885,0.91847,0.98071,0.91623,0.42878,1.82721,1.02985,0.00038375,0.00038375,0.00038375
107,389.017,0.43848,0.95127,0.97903,0.96885,0.91847,0.98071,0.91623,0.42878,1.82721,1.02985,0.0003755,0.0003755,0.0003755
108,393.089,0.48741,0.87386,0.98011,0.95721,0.92523,0.98071,0.91252,0.41772,1.68538,1.03704,0.00036725,0.00036725,0.00036725
109,396.803,0.4573,0.8666,1.08855,0.95721,0.92523,0.98071,0.91252,0.41772,1.68538,1.03704,0.000359,0.000359,0.000359
